onset	duration	trial_type	response_time	correct	left_number	right_number	verification
5.5	4.5	Plus1	2547	1	7	1	8
11.016	4.5	Plus1	2190	1	3	1	5
17.016	4.5	Plus1	1558	1	2	1	3
23.516	4.5	Plus1	2786	1	9	1	12
29.516	4.5	Plus1	1522	1	6	1	7
36.016	4.5	Plus1	3110	1	8	1	11
53.516	4.5	LargeProblem	0	0	7	4	11
59.516	4.5	LargeProblem	3762	0	7	5	12
66.016	4.5	LargeProblem	0	0	9	4	14
71.516	4.5	LargeProblem	4306	1	9	5	16
77.516	4.5	LargeProblem	0	0	6	7	14
83.016	4.5	LargeProblem	3070	1	2	9	11
95.516	4.5	LargeProblem	2498	0	8	6	14
101.516	4.5	LargeProblem	0	0	3	9	13
107.016	4.5	LargeProblem	3438	1	8	3	13
113.516	4.5	LargeProblem	3354	1	4	8	12
119.016	4.5	LargeProblem	2918	1	5	8	13
125.516	4.5	LargeProblem	2218	1	5	6	13
143.517	4.5	Plus1	2617	1	4	1	5
149.017	4.5	Plus1	1741	1	8	1	9
155.017	4.5	Plus1	0	0	7	1	9
161.517	4.5	Plus1	1585	1	3	1	4
167.517	4.5	Plus1	3497	1	5	1	8
174.017	4.5	Plus1	3925	1	4	1	6
185.517	4.5	SmallProblem	3377	1	4	2	8
192.017	4.5	SmallProblem	4366	1	3	6	9
197.517	4.5	SmallProblem	4482	1	8	2	11
203.517	4.5	SmallProblem	4161	1	5	3	8
209.017	4.5	SmallProblem	2846	1	4	5	10
215.517	4.5	SmallProblem	2898	1	3	4	9
233.517	4.5	SmallProblem	4458	1	2	3	5
239.017	4.5	SmallProblem	0	0	6	2	8
245.017	4.5	SmallProblem	3974	1	2	7	9
251.517	4.5	SmallProblem	4466	1	7	3	12
257.517	4.5	SmallProblem	1738	1	6	4	10
263.017	4.5	SmallProblem	4030	1	2	5	8
